"region","produktionssätt","bränsletyp","år","Elproduktion och bränsleanvändning (MWh)"
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","totalt","2005",119565
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","totalt","2006",123445
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","totalt","2007",0
"2081 Borlänge","kraftvärmeverk + industriellt mottryck","totalt","2008",116663
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2008",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2005",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2006",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2007",0
"2081 Borlänge","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2008",0
"2081 Borlänge","vattenkraft","elproduktion","2005",806536
"2081 Borlänge","vattenkraft","elproduktion","2006",990520
"2081 Borlänge","vattenkraft","elproduktion","2007",684424
"2081 Borlänge","vattenkraft","elproduktion","2008",957682
"2081 Borlänge","vattenkraft","flytande (icke förnybara)","2005",0
"2081 Borlänge","vattenkraft","flytande (icke förnybara)","2006",0
"2081 Borlänge","vattenkraft","flytande (icke förnybara)","2007",0
"2081 Borlänge","vattenkraft","flytande (icke förnybara)","2008",0
"2081 Borlänge","vattenkraft","fast (icke förnybara)","2005",0
"2081 Borlänge","vattenkraft","fast (icke förnybara)","2006",0
"2081 Borlänge","vattenkraft","fast (icke förnybara)","2007",0
"2081 Borlänge","vattenkraft","fast (icke förnybara)","2008",0
"2081 Borlänge","vattenkraft","gas (icke förnybara)","2005",0
"2081 Borlänge","vattenkraft","gas (icke förnybara)","2006",0
"2081 Borlänge","vattenkraft","gas (icke förnybara)","2007",0
"2081 Borlänge","vattenkraft","gas (icke förnybara)","2008",0
"2081 Borlänge","vattenkraft","flytande (förnybara)","2005",0
"2081 Borlänge","vattenkraft","flytande (förnybara)","2006",0
"2081 Borlänge","vattenkraft","flytande (förnybara)","2007",0
"2081 Borlänge","vattenkraft","flytande (förnybara)","2008",0
"2081 Borlänge","vattenkraft","fast (förnybara)","2005",0
"2081 Borlänge","vattenkraft","fast (förnybara)","2006",0
"2081 Borlänge","vattenkraft","fast (förnybara)","2007",0
"2081 Borlänge","vattenkraft","fast (förnybara)","2008",0
"2081 Borlänge","vattenkraft","gas (förnybara)","2005",0
"2081 Borlänge","vattenkraft","gas (förnybara)","2006",0
"2081 Borlänge","vattenkraft","gas (förnybara)","2007",0
"2081 Borlänge","vattenkraft","gas (förnybara)","2008",0
"2081 Borlänge","vattenkraft","övriga","2005",..
"2081 Borlänge","vattenkraft","övriga","2006",..
"2081 Borlänge","vattenkraft","övriga","2007",..
"2081 Borlänge","vattenkraft","övriga","2008",..
"2081 Borlänge","vattenkraft","totalt","2005",0
"2081 Borlänge","vattenkraft","totalt","2006",0
"2081 Borlänge","vattenkraft","totalt","2007",0
"2081 Borlänge","vattenkraft","totalt","2008",0
"2081 Borlänge","totalt","elproduktion","2005",900871
"2081 Borlänge","totalt","elproduktion","2006",1072936
"2081 Borlänge","totalt","elproduktion","2007",684424
"2081 Borlänge","totalt","elproduktion","2008",1040513
"2081 Borlänge","totalt","flytande (icke förnybara)","2005",0
"2081 Borlänge","totalt","flytande (icke förnybara)","2006",12581
"2081 Borlänge","totalt","flytande (icke förnybara)","2007",0
"2081 Borlänge","totalt","flytande (icke förnybara)","2008",0
"2081 Borlänge","totalt","fast (icke förnybara)","2005",19565
"2081 Borlänge","totalt","fast (icke förnybara)","2006",25718
"2081 Borlänge","totalt","fast (icke förnybara)","2007",0
"2081 Borlänge","totalt","fast (icke förnybara)","2008",0
"2081 Borlänge","totalt","gas (icke förnybara)","2005",0
"2081 Borlänge","totalt","gas (icke förnybara)","2006",0
"2081 Borlänge","totalt","gas (icke förnybara)","2007",0
"2081 Borlänge","totalt","gas (icke förnybara)","2008",0
"2081 Borlänge","totalt","flytande (förnybara)","2005",0
"2081 Borlänge","totalt","flytande (förnybara)","2006",0
"2081 Borlänge","totalt","flytande (förnybara)","2007",0
"2081 Borlänge","totalt","flytande (förnybara)","2008",0
"2081 Borlänge","totalt","fast (förnybara)","2005",100000
"2081 Borlänge","totalt","fast (förnybara)","2006",85147
"2081 Borlänge","totalt","fast (förnybara)","2007",0
"2081 Borlänge","totalt","fast (förnybara)","2008",116663
"2081 Borlänge","totalt","gas (förnybara)","2005",0
"2081 Borlänge","totalt","gas (förnybara)","2006",0
"2081 Borlänge","totalt","gas (förnybara)","2007",0
"2081 Borlänge","totalt","gas (förnybara)","2008",0
"2081 Borlänge","totalt","övriga","2005",0
"2081 Borlänge","totalt","övriga","2006",0
"2081 Borlänge","totalt","övriga","2007",0
"2081 Borlänge","totalt","övriga","2008",0
"2081 Borlänge","totalt","totalt","2005",119565
"2081 Borlänge","totalt","totalt","2006",123445
"2081 Borlänge","totalt","totalt","2007",0
"2081 Borlänge","totalt","totalt","2008",116663
"2082 Säter","kraftvärmeverk + industriellt mottryck","elproduktion","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","elproduktion","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","elproduktion","2007",84205
"2082 Säter","kraftvärmeverk + industriellt mottryck","elproduktion","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2007",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2007",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2007",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2007",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","flytande (förnybara)","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2007",118102
"2082 Säter","kraftvärmeverk + industriellt mottryck","fast (förnybara)","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2007",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","gas (förnybara)","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","övriga","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","övriga","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","övriga","2007",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","övriga","2008",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","totalt","2005",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","totalt","2006",0
"2082 Säter","kraftvärmeverk + industriellt mottryck","totalt","2007",118102
"2082 Säter","kraftvärmeverk + industriellt mottryck","totalt","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","övriga","2008",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2005",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2006",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2007",0
"2082 Säter","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","totalt","2008",0
"2082 Säter","vattenkraft","elproduktion","2005",454205
"2082 Säter","vattenkraft","elproduktion","2006",543294
"2082 Säter","vattenkraft","elproduktion","2007",401711
"2082 Säter","vattenkraft","elproduktion","2008",557755
"2082 Säter","vattenkraft","flytande (icke förnybara)","2005",0
"2082 Säter","vattenkraft","flytande (icke förnybara)","2006",0
"2082 Säter","vattenkraft","flytande (icke förnybara)","2007",0
"2082 Säter","vattenkraft","flytande (icke förnybara)","2008",0
"2082 Säter","vattenkraft","fast (icke förnybara)","2005",0
"2082 Säter","vattenkraft","fast (icke förnybara)","2006",0
"2082 Säter","vattenkraft","fast (icke förnybara)","2007",0
"2082 Säter","vattenkraft","fast (icke förnybara)","2008",0
"2082 Säter","vattenkraft","gas (icke förnybara)","2005",0
"2082 Säter","vattenkraft","gas (icke förnybara)","2006",0
"2082 Säter","vattenkraft","gas (icke förnybara)","2007",0
"2082 Säter","vattenkraft","gas (icke förnybara)","2008",0
"2082 Säter","vattenkraft","flytande (förnybara)","2005",0
"2082 Säter","vattenkraft","flytande (förnybara)","2006",0
"2082 Säter","vattenkraft","flytande (förnybara)","2007",0
"2082 Säter","vattenkraft","flytande (förnybara)","2008",0
"2082 Säter","vattenkraft","fast (förnybara)","2005",0
"2082 Säter","vattenkraft","fast (förnybara)","2006",0
"2082 Säter","vattenkraft","fast (förnybara)","2007",0
"2082 Säter","vattenkraft","fast (förnybara)","2008",0
"2082 Säter","vattenkraft","gas (förnybara)","2005",0
"2082 Säter","vattenkraft","gas (förnybara)","2006",0
"2082 Säter","vattenkraft","gas (förnybara)","2007",0
"2082 Säter","vattenkraft","gas (förnybara)","2008",0
"2082 Säter","vattenkraft","övriga","2005",..
"2082 Säter","vattenkraft","övriga","2006",..
"2082 Säter","vattenkraft","övriga","2007",..
"2082 Säter","vattenkraft","övriga","2008",..
"2082 Säter","vattenkraft","totalt","2005",0
"2082 Säter","vattenkraft","totalt","2006",0
"2082 Säter","vattenkraft","totalt","2007",0
"2082 Säter","vattenkraft","totalt","2008",0
"2082 Säter","totalt","elproduktion","2005",454205
"2082 Säter","totalt","elproduktion","2006",543294
"2082 Säter","totalt","elproduktion","2007",485916
"2082 Säter","totalt","elproduktion","2008",557755
"2082 Säter","totalt","flytande (icke förnybara)","2005",0
